lng,lat
-105.36,40.09
-105.05,39.95
-106.19,38.75
-102.6,38.83
-105.64,39.69
-106.19,37.2
-105.43,37.28
-103.78,38.33
-105.37,38.11
-107.86,38.86
-104.88,39.76
-108.52,37.75
-104.93,39.33
-106.7,39.63
-104.14,39.29
-104.53,38.83
-105.44,38.47
-107.9,39.6
-105.52,39.86
-106.12,40.1
-107.03,38.67
-107.3,37.82
-104.96,37.68
-106.34,40.67
-105.25,39.59
-102.74,38.43
-102.6,39.31
-106.34,39.2
-107.84,37.29
-105.46,40.67
-104.04,37.32
-103.51,38.99
-103.11,40.72
-108.47,39.02
-106.92,37.67
-108.21,40.62
-108.6,37.34
-108.27,38.4
-103.81,40.26
-103.72,37.9
-107.77,38.16
-105.72,39.12
-102.36,40.59
-106.92,39.22
-102.39,37.96
-104.51,38.17
-108.22,39.98
-106.38,37.58
-106.99,40.49
-106.28,38.08
-107.68,37.76
-108.41,38
-102.35,40.88
-106.12,39.63
-105.16,38.88
-103.2,39.97
-104.39,40.55
-102.42,40
-72.73,41.62
-73.39,41.27
-72.73,41.81
-73.25,41.79
-72.54,41.46
-72.93,41.41
-72.1,41.49
-72.34,41.86
-71.99,41.83
-77.02,38.9
-77.02,38.9
-75.5,38.99
-75.57,39.09
-75.65,39.58
-75.39,38.66
-82.5,28.66
-82.36,29.67
-82.28,30.33
-85.62,30.27
-82.17,29.95
-80.73,28.29
-80.49,26.15
-85.2,30.41
-81.91,26.91
-82.48,28.85
-81.86,29.98
-81.35,26.11
-82.62,30.22
-81.81,27.19
-83.16,29.61
-81.67,30.33
-87.36,30.67
-81.31,29.46
-84.81,29.88
-84.61,30.58
-82.8,29.73
-81.19,26.96
-85.23,29.96
-82.95,30.5
-81.81,27.49
-81.17,26.55
-82.42,28.55
-81.34,27.34
-82.31,27.93
-85.81,30.87
-80.61,27.69
-85.22,30.8
-83.9,30.44
-83.18,29.99
-81.71,28.76
-81.83,26.58
-84.28,30.46
-82.74,29.32
-84.88,30.24
-83.47,30.44
-82.32,27.47
-82.06,29.21
-80.43,27.08
-80.56,25.61
-81.11,25.32
-81.8,30.61
-86.59,30.69
-80.89,27.39
-81.32,28.51
-81.15,28.06
-80.47,26.65
-82.39,28.31
-82.73,27.92
-81.7,27.95
-81.74,29.61
-81.44,29.9
-80.47,27.38
-87.02,30.7
-82.33,27.18
-81.24,28.72
-82.08,28.7
-82.99,30.2
-83.6,30.05
-82.37,30.04
-81.18,29.06
-84.4,30.17
-86.17,30.64
-85.67,30.61
-83.45,32.65
-83.45,32.65
-82.29,31.75
-82.88,31.3
-82.45,31.55
-84.44,31.33
-83.25,33.07
-83.5,34.35
-83.71,33.99
-84.84,34.24
-83.22,31.76
-83.23,31.28
-83.7,32.81
-83.33,32.43
-81.98,31.2
-83.58,30.84
-81.44,32.01
-81.74,32.4
-82,33.06
-83.96,33.29
-84.62,31.53
-81.67,30.93
-82.07,32.4
-85.08,33.58
-85.14,34.9
-82.14,30.78
-81.13,32
-84.79,32.35
-85.35,34.47
-84.48,34.24
-83.37,33.95
-84.98,31.63
-84.36,33.54
-82.71,30.91
-84.58,33.94
-82.85,31.55
-83.77,31.19
-82.26,33.54
-83.43,31.15
-84.76,33.35
-83.99,32.71
-83.77,31.92
-85.5,34.85
-84.17,34.44
-84.58,30.88
-84.23,33.77
-83.17,32.17
-83.8,32.16
-84.22,31.53
-84.77,33.7
-84.9,31.32
-82.89,30.71
-81.34,32.37
-82.84,34.12
-82.3,32.59
-81.89,32.16
-84.32,34.86
-84.49,33.41
-85.21,34.26
-84.13,34.23
-83.23,34.38
-84.47,33.79
-84.46,34.69
-82.61,33.23
-81.54,31.23
-84.88,34.5
-84.23,30.87
-83.17,33.58
-84.02,33.96
-83.53,34.63
-83.82,34.32
-83,33.27
-85.21,33.79
-84.91,32.74
-82.96,34.35
-85.13,33.3
-84.15,33.45
-83.67,32.46
-83.28,31.6
-83.57,34.13
-83.69,33.32
-82.64,31.81
-82.42,33.05
-81.96,32.79
-82.66,32.7
-83.56,33.03
-84.14,33.08
-83.06,31.04
-82.92,32.46
-84.14,31.78
-81.49,31.83
-82.45,33.79
-81.75,31.75
-83.27,30.83
-84,34.57
-82.48,33.48
-81.41,31.5
-84.04,32.36
-83.21,34.13
-84.52,32.35
-84.69,33.04
-84.73,31.16
-84.19,31.23
-83.92,33.01
-82.53,32.17
-83.49,33.59
-84.75,34.79
-84.88,32.51
-83.85,33.56
-83.44,33.83
-83.08,33.88
-84.87,33.92
-83.83,32.57
-84.47,34.46
-82.21,31.36
-84.39,33.09
-85.19,34
-83.48,32.23
-83.37,33.32
-85.02,31.87
-83.4,34.88
-84.75,31.76
-82.07,33.36
-84.03,33.65
-84.31,32.26
-81.61,32.75
-84.87,30.94
-84.28,33.26
-83.29,34.55
-84.84,32.08
-84.2,32.04
-84.53,32.7
-82.88,33.57
-82.06,32.05
-84.25,32.56
-82.94,31.93
-84.44,31.78
-83.92,30.86
-83.53,31.46
-82.33,32.12
-83.74,34.92
-82.57,32.4
-85.03,33.03
-83.62,31.72
-83.43,32.67
-83.99,34.83
-84.3,32.88
-85.3,34.74
-83.73,33.78
-82.42,31.05
-82.68,33.41
-82.8,32.97
-81.92,31.55
-84.55,32.05
-82.72,32.12
-83.75,34.65
-84.97,34.81
-83.43,31.97
-82.74,33.78
-83.17,32.8
-83.85,31.55
144.78,13.44
-156.35,20.25
-155.52,19.6
-158.11,21.5
-156.95,21.17
-159.6,22.04
-156.56,20.86
-93.5,42.07
-93.5,42.07
-94.47,41.33
-94.7,41.03
-91.38,43.28
-92.87,40.74
-94.91,41.68
-92.07,42.08
-92.31,42.47
-93.93,42.04
-92.32,42.77
-91.84,42.47
-95.15,42.74
-92.79,42.73
-94.64,42.39
-94.86,42.04
-94.93,41.33
-91.13,41.77
-93.26,43.08
-95.62,42.74
-92.32,43.06
-93.79,41.03
-95.15,43.08
-91.34,42.84
-90.53,41.9
-95.38,42.04
-94.04,41.68
-92.41,40.75
-93.79,40.74
-91.37,42.47
-91.18,40.92
-95.15,43.38
-90.88,42.47
-94.68,43.38
-91.84,42.86
-92.79,43.06
-93.26,42.73
-95.6,40.75
-94.4,42.04
-92.79,42.4
-94.5,41.68
-93.71,42.38
-93.73,43.08
-93.24,42.38
-95.82,41.68
-91.54,40.99
-92.32,43.36
-94.21,42.78
-95.51,42.39
-92.07,41.69
-90.57,42.17
-93.05,41.69
-91.95,41.03
-91.59,41.67
-91.13,42.12
-92.18,41.34
-94.21,43.2
-91.48,40.64
-91.6,42.08
-91.26,41.22
-93.33,41.03
-96.21,43.38
-94.02,41.33
-92.64,41.34
-93.1,41.33
-93,42.04
-95.62,41.03
-92.79,43.36
-95.96,42.05
-92.87,41.03
-95.16,41.03
-91.11,41.48
-95.62,43.08
-95.62,43.38
-95.15,40.74
-94.68,43.08
-96.21,42.74
-94.68,42.73
-93.57,41.69
-95.54,41.34
-92.53,41.69
-94.24,40.74
-95.11,42.39
-90.62,41.64
-95.31,41.69
-96.18,43.08
-93.47,42.04
-92.53,42.08
-94.7,40.74
-94.24,41.03
-91.95,40.75
-92.41,41.03
-93.56,41.33
-91.72,41.34
-93.33,40.74
-94.18,42.43
-93.73,43.38
-91.84,43.29
-96.04,42.39
-93.26,43.38
-93.74,42.73
-114.66,44.39
-116.24,43.45
-116.45,44.89
-112.22,42.67
-111.33,42.28
-116.66,47.22
-112.4,43.22
-113.98,43.41
-115.73,43.99
-116.6,48.3
-111.61,43.39
-116.46,48.77
-113.17,43.72
-114.81,43.46
-116.71,43.63
-111.56,42.77
-113.6,42.28
-112.35,44.28
-115.66,46.67
-114.28,44.24
-115.47,43.35
-111.81,42.18
-111.48,44.23
-116.4,44.06
-114.81,42.97
-115.47,45.84
-112.31,43.82
-114.26,42.69
-116.7,47.67
-116.71,46.82
-113.93,44.94
-116.43,46.24
-114.14,43
-111.66,43.78
-113.64,42.85
-116.75,46.33
-112.54,42.19
-116.17,42.58
-116.76,44.01
-112.84,42.69
-115.89,47.35
-111.21,43.76
-114.67,42.36
-115.57,44.77
-116.78,44.45
-89.2,40.06
-89.2,40.06
-91.19,39.99
-89.34,37.19
-89.44,38.89
-88.82,42.32
-90.75,39.96
-89.53,41.4
-90.67,39.17
-89.93,42.07
-90.25,39.97
-88.2,40.14
-89.28,39.55
-87.79,39.33
-88.49,38.75
-89.42,38.61
-88.22,39.52
-87.82,41.84
-87.76,39
-88.24,39.27
-88.77,41.89
-88.9,40.17
-88.22,39.77
-88.09,41.85
-87.75,39.68
-88.05,38.42
-88.59,39.06
-89.02,39
-88.22,40.6
-88.92,37.99
-90.21,40.47
-88.23,37.76
-90.39,39.36
-88.42,41.29
-88.54,38.08
-91.16,40.4
-88.27,37.52
-90.93,40.82
-90.13,41.35
-87.82,40.75
-89.38,37.79
-88.15,39.01
-88.92,38.3
-90.36,39.09
-90.21,42.37
-88.88,37.46
-88.43,41.94
-87.86,41.14
-88.43,41.59
-90.21,40.93
-88,42.32
-88.89,41.34
-87.73,38.72
-89.3,41.75
-88.56,40.89
-89.37,40.12
-90.68,40.46
-88.45,42.32
-88.85,40.49
-88.96,39.86
-89.92,39.26
-89.91,38.83
-88.92,38.65
-89.35,41.03
-89.92,40.24
-88.71,37.22
-89.8,40.03
-90.74,41.21
-90.18,38.28
-89.48,39.23
-90.2,39.72
-88.62,39.64
-89.32,42.04
-89.76,40.79
-89.37,38.08
-88.59,40.01
-90.89,39.62
-88.56,37.41
-89.13,37.22
-89.29,41.2
-89.83,38.05
-88.08,38.71
-90.57,41.47
-89.93,38.47
-88.54,37.75
-89.66,39.76
-90.62,40.16
-90.47,39.64
-88.81,39.39
-89.8,41.09
-89.66,42.35
-89.51,40.51
-89.26,37.47
-87.73,40.18
-87.84,38.45
-90.61,40.85
-89.41,38.35
-88.43,38.43
-88.18,38.09
-89.91,41.76
-87.98,41.45
-88.93,37.73
-89.16,42.34
-89.21,40.79
-86.28,39.91
-84.94,40.75
-85.07,41.09
-85.9,39.21
-87.31,40.61
-85.32,40.47
-86.47,40.05
-86.23,39.2
-86.56,40.58
-86.35,40.76
-85.71,38.48
-87.12,39.39
-86.48,40.3
-86.45,38.29
-87.07,38.7
-84.97,39.15
-85.5,39.31
-85,41.4
-85.4,40.23
-86.88,38.36
-85.86,41.6
-85.18,39.64
-85.91,38.32
-87.24,40.12
-85.06,39.41
-86.26,41.05
-87.58,38.31
-85.65,40.52
-86.96,39.04
-86.05,40.07
-85.77,39.82
-86.11,38.2
-86.51,39.77
-85.4,39.93
-86.12,40.48
-85.49,40.83
-86.04,38.91
-87.12,41.02
-85.01,40.44
-85.44,38.79
-85.63,39
-86.1,39.49
-87.42,38.69
-85.86,41.24
-85.43,41.64
-87.38,41.42
-86.74,41.55
-86.48,38.84
-85.72,40.16
-86.14,39.78
-86.26,41.32
-86.8,38.71
-86.05,40.77
-86.52,39.16
-86.89,40.04
-86.45,39.48
-87.4,40.96
-85.42,41.4
-84.97,38.95
-86.5,38.54
-86.84,39.31
-87.21,39.77
-86.64,38.08
-87.23,38.4
-87.07,41.46
-87.87,38.02
-86.7,41.04
-86.85,39.67
-85.01,40.16
-85.26,39.1
-85.47,39.62
-86.29,41.62
-85.75,38.69
-85.79,39.52
-87.01,38.01
-86.65,41.28
-85,41.64
-87.41,39.09
-85.04,38.83
-86.89,40.39
-86.05,40.31
-84.93,39.63
-87.59,38.02
-87.46,39.85
-87.39,39.43
-85.79,40.85
-87.35,40.35
-87.27,38.09
-86.11,38.6
-85.01,39.86
-85.22,40.73
-86.87,40.75
-85.51,41.14
-98.38,38.48
-95.3,37.89
-95.29,38.21
-95.31,39.53
-98.68,37.23
-98.76,38.48
-94.85,37.86
-95.56,39.83
-96.84,37.78
-96.59,38.3
-96.25,37.15
-94.85,37.17
-101.73,39.79
-99.82,37.24
-97.17,39.35
-97.65,39.48
-95.73,38.24
-99.27,37.19
-96.84,37.24
-94.85,37.51
-100.46,39.78
-97.15,38.87
-95.15,39.79
-95.29,38.88
-99.31,37.89
-96.24,37.45
-99.32,38.91
-98.2,38.7
-100.74,38.04
-99.89,37.69
-95.29,38.56
-96.75,39
-100.48,38.92
-99.88,39.35
-101.31,37.56
-100.44,37.74
-101.81,38.48
-96.23,37.88
-101.79,38
-98.08,37.19
-97.43,38.04
-100.87,37.56
-99.9,38.09
-95.79,39.42
-95.38,39.24
-98.22,39.78
-94.82,38.88
-101.32,38
-98.14,37.56
-99.29,37.56
-95.3,37.19
-100.47,38.48
-95.04,39.2
-98.21,39.05
-94.84,38.21
-101.15,38.92
-96.15,38.46
-97.65,38.39
-97.1,38.36
-96.52,39.78
-100.37,37.24
-94.84,38.56
-98.21,39.39
-95.74,37.19
-96.65,38.69
-101.8,37.19
-96.01,39.78
-95.31,37.56
-99.92,38.48
-99.9,39.78
-95.73,38.65
-98.77,39.35
-97.65,39.13
-99.24,38.18
-99.35,39.78
-96.34,39.38
-98.74,37.65
-101.08,39.79
-98.09,37.95
-97.65,39.83
-98.2,38.35
-96.74,39.3
-99.32,39.35
-99.31,38.52
-98.76,38.91
-97.65,38.78
-100.91,38.48
-97.46,37.68
-100.85,37.19
-95.76,39.04
-100.44,39.35
-101.72,39.35
-98.79,39.79
-98.72,38.03
-101.78,37.56
-101.31,37.19
-97.48,37.24
-101.06,39.35
-99.87,38.91
-96.21,38.95
-101.76,38.92
-97.09,39.78
-101.35,38.48
-95.74,37.56
-95.74,37.89
-94.76,39.11
-85.29,37.53
-85.28,37.1
-86.19,36.75
-84.99,38
-89,37.06
-85.93,36.97
-83.74,38.14
-83.67,36.73
-84.73,38.97
-84.22,38.21
-82.69,38.36
-84.87,37.62
-84.09,38.69
-83.32,37.52
-86.43,37.77
-85.7,37.97
-86.68,37.21
-87.87,37.15
-88.27,36.62
-84.38,38.95
-88.97,36.85
-85.12,38.67
-83.05,38.32
-84.93,37.32
-87.49,36.89
-84.15,37.97
-83.71,37.16
-85.14,36.73
-88.1,37.35
-85.39,36.79
-87.09,37.73
-86.24,37.21
-83.1,38.12
-83.96,37.69
-84.46,38.04
-83.7,38.37
-82.75,37.56
-84.88,38.24
-89.19,36.55
-84.86,38.76
-84.54,37.64
-84.62,38.65
-88.65,36.72
-86.34,37.46
-85.55,37.26
-82.92,38.55
-86.78,37.84
-85.96,37.7
-83.22,36.86
-84.33,38.44
-85.88,37.3
-87.57,37.8
-85.12,38.45
-88.98,36.68
-87.54,37.31
-84.01,37.42
-85.66,38.19
-84.58,37.87
-82.83,37.85
-84.53,38.93
-82.95,37.35
-83.85,36.89
-85.7,37.55
-84.12,37.11
-82.73,38.07
-83.72,37.59
-83.38,37.09
-82.86,37.12
-83.38,38.53
-84.66,37.46
-88.35,37.21
-86.88,36.86
-88.08,37.02
-88.71,37.05
-84.48,36.74
-87.26,37.53
-84.28,37.72
-83.06,37.71
-85.27,37.55
-88.33,36.88
-82.51,37.8
-83.82,38.6
-86.22,37.97
-83.6,37.94
-84.87,37.81
-85.63,36.99
-85.72,36.71
-83.91,38.03
-83.26,37.92
-87.14,37.22
-85.47,37.81
-84.02,38.34
-86.85,37.48
-85.45,38.4
-84.83,38.52
-83.68,37.42
-84.36,38.7
-83.22,37.24
-82.4,37.47
-83.82,37.83
-84.58,37.1
-84.05,38.52
-84.32,37.37
-83.42,38.2
-85.06,36.99
-84.58,38.29
-85.19,38.22
-86.58,36.74
-85.33,38.03
-85.33,37.37
-87.18,36.84
-87.87,36.81
-85.34,38.61
-87.95,37.66
-86.42,36.99
-85.17,37.75
-84.83,36.8
-87.68,37.52
-84.15,36.76
-83.49,37.74
-84.74,38.04
-92.02,31.1
-92.41,30.29
-92.83,30.65
-90.91,30.2
-91.06,29.9
-92,31.08
-93.34,30.65
-93.06,32.35
-93.6,32.68
-93.88,32.58
-93.36,30.23
-92.12,32.09
-93.19,29.88
-91.85,31.67
-93,32.82
-91.64,31.45
-93.74,32.06
-91.1,30.54
-91.24,32.73
-91.05,30.85
-92.41,30.73
-91.67,32.13
-92.56,31.6
-91.73,29.9
-91.35,30.26
-92.56,32.3
-90.13,29.79
-92.81,30.27
-92.06,30.21
-90.43,29.57
-92.16,31.68
-92.66,32.6
-90.73,30.44
-91.24,32.36
-91.8,32.82
-93.1,31.72
-89.93,30.07
-92.15,32.48
-89.61,29.44
-91.6,30.71
-92.53,31.2
-93.34,32.09
-91.76,32.42
-93.55,31.56
-89.56,29.87
-90.36,29.91
-90.71,30.82
-90.8,30.03
-90.47,30.13
-92.01,30.6
-91.61,30.13
-91.44,29.7
-89.96,30.41
-90.41,30.63
-91.34,32
-90.87,29.41
-92.37,32.83
-92.32,29.85
-93.18,31.11
-90.04,30.85
-93.33,32.71
-91.31,30.46
-91.46,32.79
-91.42,30.88
-92.64,31.94
-71.81,42.26
-71.81,42.26
-70.29,41.72
-73.21,42.37
-71.11,41.8
-70.65,41.4
-70.95,42.67
-72.59,42.58
-72.63,42.14
-72.66,42.34
-71.39,42.49
-70.07,41.28
-71.21,42.16
-70.81,41.95
-71.07,42.33
-71.91,42.35
-76.77,39.04
-78.7,39.62
-76.61,39.01
-76.64,39.46
-76.57,38.54
-75.83,38.87
-77.02,39.56
-75.94,39.57
-76.99,38.51
-76.01,38.48
-77.4,39.47
-79.27,39.53
-76.32,39.56
-76.93,39.25
-76.04,39.25
-77.2,39.14
-76.85,38.83
-76.02,39.07
-76.61,38.3
-75.75,38.12
-76.1,38.77
-77.81,39.6
-75.62,38.37
-75.33,38.21
-76.61,39.31
-69.23,45.38
-69.23,45.38
-70.21,44.17
-68.6,46.66
-70.4,43.85
-70.44,44.97
-68.36,44.66
-69.77,44.41
-69.17,44.14
-69.54,44.07
-70.76,44.5
-68.65,45.4
-69.28,45.84
-69.85,43.96
-69.96,45.51
-69.15,44.5
-67.63,45.03
-70.71,43.48
-85.43,44.35
-83.59,44.69
-86.6,46.41
-85.89,42.59
-83.63,45.03
-85.14,45
-83.89,44.06
-88.37,46.66
-85.31,42.6
-83.99,43.71
-86.02,44.64
-86.41,41.95
-85.06,41.92
-85.01,42.25
-85.99,41.92
-85.13,45.3
-84.5,45.45
-84.58,46.31
-84.85,43.99
-84.6,42.94
-84.61,44.68
-86.92,45.92
-87.87,46.01
-84.84,42.6
-84.89,45.52
-83.71,43.02
-84.39,43.99
-89.69,46.41
-85.56,44.67
-84.61,43.29
-84.59,41.89
-88.69,46.9
-83.02,43.83
-84.37,42.6
-85.07,42.95
-83.64,44.36
-88.53,46.21
-84.85,43.64
-84.42,42.25
-85.53,42.25
-85.09,44.68
-85.55,43.03
-88.43,47.63
-85.8,43.99
-83.22,43.09
-85.81,44.94
-84.07,41.9
-83.91,42.6
-85.54,46.47
-85.09,46.08
-82.93,42.7
-86.06,44.33
-87.64,46.43
-86.25,44
-85.32,43.64
-87.56,45.58
-84.39,43.65
-85.09,44.34
-83.54,41.93
-85.15,43.31
-84.13,45.03
-86.15,43.29
-85.8,43.55
-83.39,42.66
-86.27,43.64
-84.13,44.34
-89.31,46.66
-85.33,43.99
-84.13,44.68
-84.6,45.02
-86,42.96
-83.92,45.34
-84.61,44.34
-84.05,43.34
-82.68,42.93
-85.53,41.91
-82.82,43.42
-86.2,46.2
-84.15,42.95
-83.42,43.46
-86.02,42.25
-83.84,42.25
-83.28,42.28
-85.58,44.34
-94.31,46.32
-93.42,46.61
-93.25,45.27
-95.67,46.93
-94.94,47.97
-94,45.7
-96.41,45.43
-94.07,44.03
-94.73,44.24
-92.68,46.59
-93.8,44.82
-94.33,46.95
-95.57,45.02
-92.91,45.5
-96.49,46.89
-95.38,47.58
-90.53,47.9
-95.18,44.01
-94.07,46.48
-93.07,44.67
-92.86,44.02
-95.45,45.93
-93.95,43.67
-92.09,43.67
-93.35,43.67
-92.72,44.41
-96.01,45.93
-93.48,45
-91.49,43.67
-94.92,47.11
-93.3,45.56
-93.63,47.51
-95.15,43.67
-93.29,45.95
-95,45.15
-96.78,48.78
-93.78,48.25
-96.17,45
-91.45,47.64
-94.9,48.77
-93.73,44.37
-96.27,44.41
-95.84,44.41
-94.27,44.82
-95.81,47.33
-96.37,48.36
-94.55,43.67
-94.53,45.12
-93.63,45.94
-94.27,46.01
-92.75,43.67
-95.76,44.02
-94.25,44.35
-95.75,43.67
-96.46,47.33
-92.4,44
-95.71,46.41
-96.04,48.07
-92.74,46.12
-96.26,44.02
-96.4,47.77
-95.44,45.59
-93.1,45.02
-96.1,47.87
-95.25,44.4
-94.95,44.73
-93.3,44.35
-96.25,43.67
-95.81,48.78
-92.47,47.6
-93.54,44.65
-93.77,45.44
-94.23,44.58
-94.61,45.55
-93.23,44.02
-96,45.59
-95.68,45.28
-94.9,46.07
-96.47,45.77
-92.23,44.28
-94.97,46.59
-93.59,44.02
-92.88,45.04
-94.61,43.98
-96.47,46.36
-91.78,43.99
-93.96,45.17
-95.87,44.72
-92.48,38.37
-92.6,40.19
-94.8,39.98
-95.43,40.43
-91.84,39.22
-93.83,36.71
-94.35,37.5
-94.34,38.26
-93.29,38.29
-90.03,37.32
-92.31,38.99
-94.81,39.66
-90.41,36.72
-93.98,39.66
-91.93,38.84
-92.77,38.03
-89.68,37.38
-93.51,39.43
-90.96,36.94
-94.35,38.65
-93.86,37.72
-92.96,39.52
-93.19,36.97
-91.74,40.41
-94.42,39.31
-94.4,39.6
-92.28,38.51
-92.81,38.84
-91.3,37.98
-93.85,37.43
-93.02,37.68
-93.99,39.96
-94.4,39.89
-91.51,37.61
-92.5,36.93
-90.09,36.27
-91.08,38.41
-91.51,38.44
-94.41,40.21
-93.34,37.26
-93.57,40.11
-93.99,40.35
-93.79,38.39
-93.32,37.94
-95.22,40.09
-92.7,39.14
-91.89,36.77
-90.77,37.56
-94.35,39.01
-94.34,37.2
-90.54,38.26
-93.81,38.74
-92.15,40.13
-92.59,37.66
-93.79,39.07
-93.83,37.11
-91.72,40.1
-90.96,39.06
-93.11,39.87
-93.55,39.78
-94.35,36.63
-92.56,39.83
-90.35,37.48
-91.92,38.16
-91.62,39.81
-93.57,40.42
-92.43,38.21
-89.29,36.83
-92.58,38.63
-92,39.5
-91.47,38.94
-92.89,38.42
-89.65,36.59
-94.34,36.91
-94.88,40.36
-91.4,36.69
-91.86,38.46
-92.44,36.65
-89.79,36.21
-89.82,37.71
-93.29,38.73
-91.79,37.88
-91.17,39.34
-94.77,39.38
-93.4,37.62
-92.21,37.82
-93.02,40.48
-91.52,39.53
-92.5,39.44
-93.99,39.35
-90.97,37.36
-90.86,36.65
-90.67,38.78
-93.78,38.04
-90.19,37.89
-90.47,37.81
-90.44,38.64
-93.2,39.14
-92.52,40.47
-92.15,40.45
-89.57,37.05
-91.4,37.16
-92.08,39.8
-89.94,36.86
-93.46,36.75
-93.11,40.21
-93.04,36.65
-91.97,37.32
-94.34,37.85
-91.16,38.76
-90.88,37.96
-90.46,37.11
-92.88,37.28
-94.42,40.48
-92.47,37.27
-90.25,38.64
145.61,15.9
-89.67,32.75
-91.35,31.48
-88.58,34.88
-90.8,31.17
-89.58,33.09
-89.19,34.82
-90.88,33.8
-89.34,33.94
-89.92,33.45
-88.95,33.92
-89.25,33.35
-90.91,31.97
-88.69,32.04
-88.78,33.66
-90.6,34.23
-90.45,31.87
-89.55,31.63
-89.99,34.88
-89.26,31.19
-90.9,31.48
-88.64,30.86
-88.64,31.21
-89.8,33.77
-89.49,30.42
-89.12,30.51
-90.44,32.27
-90.09,33.12
-90.53,33.13
-90.99,32.74
-88.36,34.28
-88.64,30.54
-89.12,32.02
-91.04,31.73
-89.82,31.57
-89.17,31.62
-88.64,32.75
-89.48,34.36
-89.51,31.21
-88.66,32.4
-90.11,31.55
-89.52,32.75
-88.68,34.29
-90.3,33.55
-90.45,31.53
-88.44,33.47
-90.03,32.63
-89.82,31.23
-89.5,34.76
-88.48,33.89
-89.62,33.49
-89.12,32.75
-89.12,32.4
-88.57,33.11
-88.88,33.42
-89.95,34.36
-89.59,30.77
-88.99,31.17
-90.4,31.17
-89.04,34.23
-88.52,34.62
-90.29,34.25
-89.95,32.26
-89.54,32.41
-90.81,32.88
-89.92,31.91
-89.51,32.02
-89.12,30.79
-90.59,33.6
-90.17,33.95
-89.94,34.65
-88.91,34.77
-88.24,34.74
-90.38,34.65
-89,34.49
-90.11,31.15
-90.85,32.36
-90.95,33.28
-88.7,31.64
-89.28,33.61
-91.31,31.16
-89.03,33.09
-89.71,34.03
-90.4,32.78
-109.64,47.03
-112.9,45.13
-107.49,45.42
-108.96,48.43
-111.5,46.33
-109.03,45.23
-104.54,45.52
-111.35,47.31
-110.44,47.88
-105.57,46.25
-105.55,48.78
-104.9,47.27
-113.07,46.06
-104.42,46.33
-109.22,47.26
-114.05,48.3
-111.17,45.54
-106.99,47.28
-112.99,48.71
-109.18,46.38
-113.44,46.4
-110.11,48.63
-112.09,46.15
-110.27,47.05
-114.09,47.65
-112.39,47.12
-111.02,48.56
-115.41,48.54
-105.8,47.65
-111.92,45.3
-110.89,46.6
-115,47.15
-113.92,47.04
-108.4,46.5
-110.53,45.49
-108.25,47.12
-107.91,48.26
-112.23,48.23
-105.63,45.39
-112.94,46.86
-105.38,46.86
-114.12,46.08
-104.56,47.79
-105.02,48.29
-106.73,46.23
-115.13,47.67
-104.5,48.72
-112.66,45.9
-109.4,45.67
-109.94,45.81
-112.24,47.84
-111.7,48.66
-107.27,46.21
-106.67,48.37
-109.84,46.47
-104.25,46.97
-108.27,45.94
-79.37,35.54
-79.4,36.04
-81.18,35.92
-81.13,36.49
-80.1,34.97
-81.5,36.43
-81.92,36.08
-76.86,35.49
-76.98,36.07
-78.56,34.61
-78.24,34.07
-82.53,35.61
-81.7,35.75
-80.55,35.39
-81.55,35.95
-76.21,36.39
-76.66,34.84
-79.33,36.39
-81.22,35.66
-79.26,35.7
-84.06,35.13
-76.61,36.15
-83.75,35.06
-81.56,35.33
-78.66,34.27
-77.09,35.12
-78.83,35.05
-76.01,36.4
-75.8,35.78
-80.21,35.79
-80.54,35.93
-77.93,34.94
-78.88,36.04
-77.6,35.91
-80.26,36.13
-78.29,36.08
-81.18,35.29
-76.7,36.44
-83.83,35.35
-78.65,36.3
-77.68,35.49
-79.79,36.08
-77.65,36.26
-78.87,35.37
-82.98,35.56
-82.48,35.34
-76.98,36.36
-79.24,35.02
-76.25,35.53
-80.87,35.81
-83.14,35.29
-78.37,35.52
-77.36,35.02
-79.17,35.48
-77.64,35.24
-81.22,35.49
-82.05,35.68
-83.42,35.15
-82.71,35.86
-77.11,35.84
-80.83,35.25
-82.16,36.01
-79.91,35.33
-79.48,35.31
-77.99,35.97
-77.88,34.23
-77.4,36.42
-77.43,34.73
-79.12,36.06
-76.74,35.14
-76.28,36.3
-77.91,34.52
-76.44,36.21
-78.97,36.39
-77.37,35.59
-82.17,35.28
-79.81,35.71
-79.75,35.01
-79.1,34.64
-79.77,36.4
-80.52,35.64
-81.92,35.4
-78.37,34.99
-79.48,34.84
-80.25,35.31
-80.24,36.4
-80.69,36.41
-83.49,35.49
-82.8,35.2
-76.21,35.82
-80.53,34.99
-78.41,36.36
-78.65,35.79
-78.11,36.4
-76.58,35.82
-81.7,36.23
-78,35.36
-81.16,36.21
-77.92,35.71
-80.67,36.16
-82.31,35.9
-100.47,47.45
-100.47,47.45
-102.53,46.1
-98.07,46.94
-99.37,48.07
-103.38,47.02
-100.83,48.79
-103.52,46.11
-102.52,48.79
-100.47,46.98
-97.25,46.93
-98.46,48.77
-98.5,46.11
-103.49,48.81
-102.62,47.36
-98.9,47.72
-100.24,46.29
-98.88,47.46
-103.85,46.94
-97.46,47.92
-101.64,46.36
-98.24,47.46
-102.46,46.43
-99.78,46.98
-98.54,46.46
-99.48,46.46
-100.64,48.23
-99.44,46.11
-103.4,47.74
-101.32,47.61
