lng,lat
-101.83,47.31
-101.28,46.72
-102.36,48.2
-98.19,47.92
-101.34,47.12
-97.55,48.77
-99.97,48.25
-98.72,48.27
-97.66,46.46
-101.66,48.72
-96.95,46.26
-99.84,48.77
-97.63,46.11
-100.35,47.58
-101.04,46.11
-103.46,46.45
-102.66,46.81
-97.72,47.46
-98.96,46.98
-99.25,48.69
-97.16,47.45
-97.72,48.37
-101.54,48.22
-99.66,47.59
-103.48,48.34
-99.81,41.53
-98.5,40.52
-98.07,42.18
-101.7,41.57
-103.71,41.55
-99.98,41.91
-98.07,41.71
-103.09,42.22
-98.77,42.9
-99.93,42.43
-99.08,40.86
-96.33,41.85
-97.13,41.23
-96.14,40.91
-97.25,42.6
-101.7,40.52
-101.12,42.54
-102.99,41.22
-98.05,40.52
-97.09,41.57
-96.79,41.92
-99.73,41.39
-96.56,42.39
-103.14,42.72
-99.82,40.87
-102.33,41.11
-96.87,42.49
-96.65,41.58
-96.15,41.3
-101.69,40.18
-97.6,40.53
-98.95,40.18
-100.39,40.53
-99.91,40.18
-96.69,40.26
-102.34,41.62
-98.99,41.91
-99.83,40.51
-101.74,41.91
-98.52,41.57
-98.5,40.87
-98.02,40.87
-99.4,40.18
-101.06,40.52
-101.04,40.18
-98.78,42.46
-101.14,41.92
-98.52,41.22
-97.14,40.18
-96.27,40.39
-98.95,40.51
-101.66,41.2
-99.71,42.88
-103.71,41.2
-97.89,42.64
-96.69,40.78
-100.75,41.05
-100.48,41.57
-99.45,41.91
-101.06,41.57
-97.6,41.92
-98.04,41.17
-103.01,41.72
-97.99,41.4
-95.85,40.39
-98.05,40.18
-96.13,40.65
-96.24,40.13
-101.65,40.85
-99.41,40.51
-97.6,42.26
-97.52,41.57
-97.57,41.19
-100.48,40.18
-95.72,40.12
-99.45,42.42
-97.14,40.52
-96.11,41.11
-96.64,41.23
-103.71,41.85
-97.14,40.87
-102.41,42.5
-98.98,41.22
-103.76,42.49
-97.19,41.92
-97.59,40.18
-100.56,41.91
-96.54,42.16
-98.98,41.57
-96.22,41.53
-97.12,42.21
-98.5,40.18
-98.53,41.91
-97.6,40.87
-71.58,43.69
-71.42,43.52
-71.2,43.87
-72.25,42.92
-71.31,44.69
-71.82,43.94
-71.72,42.92
-71.68,43.3
-71.13,42.99
-71.03,43.3
-72.22,43.36
-74.67,40.2
-74.66,39.48
-74.07,40.96
-74.67,39.88
-74.96,39.8
-74.8,39.15
-75.11,39.37
-74.25,40.79
-75.14,39.72
-74.08,40.74
-74.91,40.57
-74.7,40.28
-74.41,40.44
-74.22,40.26
-74.54,40.86
-74.28,39.89
-74.3,41.03
-75.35,39.59
-74.62,40.56
-74.69,41.14
-74.31,40.66
-75,40.86
-106.11,34.42
-106.67,35.05
-108.4,33.92
-104.47,33.36
-108,34.91
-104.65,36.61
-103.35,34.57
-104.41,34.34
-106.83,32.35
-104.3,32.47
-108.38,32.74
-104.79,34.86
-103.82,35.86
-108.71,31.91
-103.41,32.79
-105.46,33.75
-106.31,35.87
-107.75,32.18
-108.26,35.58
-104.94,36.01
-105.74,32.61
-103.55,35.1
-106.69,36.51
-103.48,34.02
-106.87,35.69
-108.32,36.51
-104.82,35.48
-105.98,35.51
-107.19,33.13
-106.93,34.01
-105.63,36.58
-105.85,34.64
-103.47,36.48
-106.81,34.72
-116.66,39.36
-118.34,39.58
-115.01,36.22
-119.62,38.91
-115.36,41.15
-117.63,37.78
-116.27,39.98
-118.11,41.41
-117.04,39.93
-114.88,37.64
-119.19,39.02
-118.44,38.54
-116.47,38.04
-118.4,40.44
-119.53,39.45
-119.66,40.67
-114.9,39.44
-119.75,39.15
-75.52,42.95
-73.97,42.6
-78.03,42.26
-73.87,40.85
-75.82,42.16
-78.68,42.25
-76.55,42.92
-79.37,42.23
-76.76,42.14
-75.61,42.49
-73.68,44.75
-73.63,42.25
-76.07,42.6
-74.97,42.2
-73.74,41.77
-78.73,42.76
-73.77,44.12
-74.3,44.59
-74.42,43.11
-78.19,43
-74.12,42.28
-74.5,43.66
-74.96,43.42
-75.92,44.05
-73.94,40.64
-75.45,43.78
-77.78,42.73
-75.67,42.91
-77.7,43.15
-74.44,42.9
-73.59,40.73
-73.97,40.78
-78.75,43.2
-75.44,43.24
-76.19,43.01
-77.3,42.85
-74.31,41.4
-78.23,43.25
-76.14,43.43
-75.03,42.63
-73.75,41.43
-73.82,40.7
-73.51,42.71
-74.15,40.58
-74.02,41.15
-75.07,44.5
-73.86,43.11
-74.06,42.82
-74.44,42.59
-76.88,42.39
-76.82,42.78
-77.38,42.27
-72.84,40.87
-74.77,41.72
-76.31,42.17
-76.47,42.45
-74.26,41.89
-73.85,43.56
-73.43,43.31
-77.03,43.16
-73.76,41.16
-78.22,42.7
-77.11,42.63
-82.79,40.29
-83.47,38.85
-84.11,40.77
-82.27,40.85
-80.75,41.71
-82.05,39.33
-84.22,40.56
-80.99,40.02
-83.87,38.93
-84.58,39.44
-81.09,40.58
-83.77,40.14
-83.78,39.92
-84.15,39.05
-83.81,39.41
-80.78,40.77
-81.92,40.3
-82.92,40.85
-81.66,41.42
-84.62,40.13
-84.49,41.32
-83,40.28
-82.62,41.36
-82.63,39.75
-83.46,39.56
-83.01,39.97
-84.13,41.6
-82.32,38.82
-81.18,41.5
-83.89,39.69
-81.49,40.05
-84.54,39.2
-83.67,41
-83.66,40.66
-81.09,40.29
-84.07,41.33
-83.6,39.18
-82.48,39.5
-81.93,40.56
-82.6,41.15
-82.62,39.02
-80.76,40.39
-82.42,40.4
-81.24,41.7
-82.54,38.6
-82.48,40.09
-83.77,40.39
-82.15,41.3
-83.66,41.62
-83.4,39.89
-80.78,41.01
-83.16,40.59
-81.9,41.12
-82.02,39.08
-84.63,40.54
-84.23,40.05
-81.08,39.73
-84.29,39.75
-81.85,39.62
-82.79,40.52
-81.94,39.97
-81.46,39.77
-83.14,41.54
-84.58,41.12
-82.24,39.74
-83.02,39.64
-83.07,39.08
-81.2,41.17
-84.65,39.74
-84.13,41.02
-82.54,40.77
-83.06,39.34
-83.15,41.36
-82.99,38.8
-83.13,41.12
-84.2,40.33
-81.37,40.81
-81.53,41.13
-80.76,41.32
-81.47,40.44
-83.37,40.3
-84.59,40.86
-82.49,39.25
-84.17,39.43
-81.5,39.46
-81.89,40.83
-84.59,41.56
-83.62,41.36
-83.3,40.84
-97.51,35.58
-94.66,35.88
-98.32,36.73
-96.04,34.37
-100.48,36.75
-99.68,35.27
-98.43,35.88
-96.26,33.96
-98.38,35.17
-97.98,35.54
-97.29,34.25
-95,35.91
-95.55,34.03
-102.52,36.75
-97.33,35.2
-96.3,34.59
-98.47,34.66
-98.37,34.29
-95.21,36.76
-96.37,35.9
-99,35.64
-94.8,36.41
-99.01,35.99
-99.75,36.22
-97.78,36.38
-97.31,34.7
-97.88,35.02
-97.79,36.8
-99.56,34.94
-99.85,34.74
-99.67,36.79
-95.12,35.22
-96.25,35.05
-99.41,34.59
-97.84,34.11
-96.66,34.32
-97.14,36.82
-97.94,35.95
-98.98,34.92
-95.25,34.88
-94.7,34.9
-96.88,35.7
-97.44,35.92
-97.24,33.95
-97.44,35.01
-94.77,34.12
-95.67,35.37
-98.54,36.31
-96.77,34.02
-95.23,36.3
-97.07,34.48
-95.38,35.62
-97.23,36.39
-95.62,36.8
-96.32,35.47
-97.41,35.55
-95.96,35.65
-96.4,36.63
-94.81,36.84
-96.7,36.32
-96.98,36.08
-95.75,34.92
-96.68,34.73
-96.95,35.21
-95.38,34.42
-99.7,35.69
-95.6,36.37
-96.62,35.17
-94.76,35.5
-97.85,34.49
-101.49,36.75
-98.92,34.37
-95.94,36.12
-95.52,35.96
-95.9,36.72
-98.99,35.29
-98.87,36.77
-99.27,36.42
-120.55,43.94
-117.68,44.71
-123.43,44.49
-122.22,45.19
-123.66,46
-123.09,45.94
-124.06,43.17
-120.36,44.14
-124.16,42.46
-121.23,43.92
-123.17,43.28
-120.21,45.38
-119.01,44.49
-118.97,43.06
-121.65,45.52
-122.73,42.43
-121.18,44.63
-123.56,42.37
-121.65,42.69
-120.39,42.79
-122.85,43.94
-123.87,44.64
-122.53,44.49
-117.62,43.19
-122.58,44.9
-119.58,45.42
-122.41,45.55
-123.41,44.9
-120.69,45.41
-123.71,45.46
-118.74,45.59
-118.01,45.31
-117.18,45.58
-121.17,45.16
-123.1,45.56
-120.03,44.73
-123.31,45.23
-77.8,40.87
-77.22,39.87
-79.98,40.47
-79.46,40.81
-80.35,40.68
-78.49,40.01
-75.93,40.42
-78.35,40.48
-76.52,41.79
-75.11,40.34
-79.91,40.91
-78.71,40.5
-78.2,41.44
-75.71,40.92
-77.82,40.92
-75.75,39.97
-79.42,41.19
-78.47,41
-77.64,41.23
-76.41,41.05
-80.11,41.68
-77.27,40.16
-76.78,40.42
-75.4,39.92
-78.65,41.43
-80.03,41.99
-79.65,39.92
-79.24,41.51
-77.72,39.93
-78.11,39.93
-80.22,39.85
-77.98,40.42
-79.09,40.65
-79,41.13
-77.4,40.53
-75.61,41.44
-76.25,40.04
-80.33,40.99
-76.46,40.37
-75.59,40.61
-75.99,41.18
-77.06,41.34
-78.57,41.81
-80.26,41.3
-77.62,40.61
-75.34,41.06
-75.37,40.21
-76.66,41.03
-75.31,40.75
-76.71,40.85
-77.26,40.4
-75.13,40.01
-75.03,41.33
-77.9,41.74
-76.22,40.71
-77.07,40.77
-79.03,39.97
-76.51,41.45
-75.8,41.82
-77.25,41.77
-77.06,40.96
-79.76,41.4
-79.27,41.81
-80.25,40.19
-75.3,41.65
-79.47,40.31
-76.02,41.52
-76.73,39.92
-66.47,18.22
-66.75,18.18
-67.18,18.36
-67.12,18.46
-66.13,18.25
-66.26,18.13
-67.12,18.29
-66.68,18.41
-66.06,18
-66.56,18.45
-66.31,18.2
-66.17,18.35
-67.15,18.04
-66.05,18.21
-66.86,18.42
-65.89,18.33
-65.96,18.38
-66.14,18.44
-66.15,18.1
-65.66,18.25
-66.52,18.29
-66.16,18.17
-66.36,18.1
-66.22,18.22
-66.33,18.3
-65.29,18.31
-66.28,18.44
-65.67,18.32
-66.56,18.37
-66.92,17.98
-66.14,18
-66.79,18.04
-66.11,18.34
-65.98,18.27
-66.8,18.41
-67.11,18.13
-65.81,18.15
-67.01,18.45
-66.59,18.21
-66.5,18.05
-65.91,18.22
-67.04,18.01
-66.87,18.27
-66.98,18.24
-65.87,18.19
-65.9,18.43
-65.72,18.34
-66.49,18.42
-66.94,18.17
-65.92,18.02
-67.33,18.18
-67.08,18.38
-66.42,18.32
-65.75,18.23
-66.25,18.29
-66.43,18.21
-66.01,18.03
-66.72,18.06
-66.61,18.06
-66.93,18.44
-67.23,18.34
-65.81,18.35
-66.94,18.08
-66.26,18.01
-67.04,18.11
-66.06,18.39
-65.98,18.15
-66.97,18.33
-66.39,17.99
-66.25,18.36
-66.21,18.43
-66,18.34
-66.7,18.27
-66.34,18.41
-66.4,18.43
-65.44,18.12
-66.47,18.13
-65.9,18.07
-66.86,18.08
-71.55,41.68
-71.28,41.72
-71.59,41.67
-71.24,41.56
-71.58,41.87
-71.62,41.47
-80.9,33.91
-82.46,34.22
-81.63,33.54
-81.36,32.99
-82.64,34.52
-81.05,33.21
-81.43,33.27
-80.73,32.39
-79.95,33.2
-80.78,33.67
-79.95,32.83
-81.62,35.05
-81.16,34.69
-80.16,34.64
-80.22,33.67
-80.67,32.86
-79.96,34.33
-79.38,34.39
-80.41,33.08
-81.97,33.77
-81.12,34.4
-79.7,34.02
-79.33,33.43
-82.37,34.89
-82.13,34.15
-81.14,32.78
-79,33.92
-81.03,32.44
-80.59,34.34
-80.71,34.69
-82.01,34.48
-80.25,34.16
-81.27,33.9
-82.31,33.9
-79.36,34.08
-79.68,34.6
-81.6,34.29
-83.07,34.75
-80.8,33.44
-82.73,34.89
-80.9,34.02
-81.73,34.01
-81.99,34.93
-80.38,33.92
-81.62,34.69
-79.73,33.62
-81.18,34.97
-100.23,44.44
-98.56,43.72
-98.28,44.41
-101.66,43.19
-97.88,42.99
-96.79,44.37
-98.35,45.59
-99.08,43.72
-99.2,44.08
-103.51,44.91
-100.05,45.77
-98.59,43.21
-97.73,44.86
-96.98,42.91
-97.19,44.98
-101.2,45.71
-103.45,43.68
-98.15,43.67
-97.61,45.37
-96.67,44.76
-100.87,45.16
-98.37,43.39
-99.22,45.42
-103.53,43.24
-99.15,45.07
-96.77,45.17
-99.19,43.19
-101.54,44.29
-97.19,44.67
-99,44.55
-97.79,43.67
-103.5,45.58
-100,44.39
-97.75,43.33
-99.49,44.55
-101.63,43.69
-98.63,44.07
-100.69,43.96
-97.49,44.37
-97.13,44.02
-103.79,44.36
-96.72,43.28
-99.85,43.9
-97.37,43.67
-99.22,45.77
-97.6,45.76
-102.72,44.57
-100.76,43.58
-97.61,44.02
-96.79,43.67
-96.67,44.02
-102.55,43.34
-102.82,44
-102.48,45.49
-99.96,45.06
-96.95,45.63
-98.09,44.02
-98.35,44.94
-100.74,44.41
-100.13,44.72
-100.72,43.19
-99.88,43.35
-97.15,43.31
-96.66,42.83
-100.03,45.43
-97.39,43.01
-101.67,44.98
-86.34,35.84
-84.2,36.12
-86.46,35.51
-88.07,36.07
-85.21,35.6
-83.93,35.69
-84.86,35.15
-84.15,36.4
-86.06,35.81
-88.45,35.97
-82.13,36.29
-87.09,36.26
-88.61,35.42
-83.66,36.49
-85.54,36.55
-83.12,35.93
-86.07,35.49
-89.14,35.81
-85,35.95
-86.78,36.17
-88.11,35.6
-85.83,35.98
-87.36,36.15
-89.41,36.06
-89.41,35.2
-84.93,36.38
-86.09,35.16
-88.93,36
-87.03,35.2
-83.51,36.28
-82.85,36.18
-85.72,35.39
-83.27,36.22
-85.16,35.18
-83.22,36.52
-88.99,35.21
-88.18,35.2
-82.94,36.44
-89.28,35.58
-88.39,35.65
-88.3,36.33
-87.47,35.8
-87.72,36.29
-87.78,36.04
-85.67,36.36
-83.45,36.05
-81.85,36.45
-83.94,35.99
-89.49,36.34
-89.63,35.76
-87.4,35.22
-87.49,35.53
-86.59,35.14
-84.31,35.73
-84.62,35.42
-88.56,35.18
-86.01,36.53
-88.84,35.61
-85.62,35.13
-86.76,35.47
-87.08,35.62
-84.81,35.51
-84.25,35.44
-87.38,36.5
-86.36,35.28
-84.65,36.14
-89.15,36.36
-85.29,36.34
-87.86,35.64
-85.08,36.56
-84.52,35.12
-85.5,36.14
-84.92,35.61
-84.52,35.85
-86.87,36.53
-86.42,35.84
-84.5,36.43
-85.41,35.37
-83.52,35.78
-89.9,35.18
-85.96,36.25
-87.84,36.5
-82.3,36.51
-86.46,36.47
-89.76,35.5
-86.16,36.39
-82.43,36.11
-83.84,36.29
-85.45,35.7
-85.78,35.68
-82.5,36.29
-87.79,35.24
-88.72,36.3
-85.46,35.93
-86.9,35.89
-86.3,36.15
-99.35,31.47
-95.65,31.81
-102.64,32.31
-94.61,31.25
-96.99,28.12
-98.69,33.62
-101.36,34.96
-98.53,28.89
-96.28,29.89
-102.83,34.07
-99.25,29.75
-97.31,30.1
-99.21,33.62
-97.74,28.42
-97.48,31.04
-98.52,29.45
-98.4,30.27
-101.43,32.74
-97.63,31.9
-94.42,33.45
-95.45,29.19
-96.3,30.66
-103.25,29.81
-101.21,34.53
-98.22,27.03
-99,31.77
-96.62,30.49
-98.18,30.79
-97.62,29.84
-96.6,28.51
-99.37,32.3
-97.52,26.13
-94.98,32.97
-101.35,35.4
-94.34,33.08
-102.26,34.53
-94.61,29.74
-95.17,31.84
-100.21,34.53
-98.21,33.79
-102.83,33.6
-100.53,31.89
-99.45,31.77
-96.57,33.19
-100.27,34.96
-96.53,29.62
-98.28,29.81
-98.56,31.95
-99.86,31.33
-97.21,33.64
-97.8,31.39
-100.28,34.08
-102.52,31.43
-101.41,30.72
-101.3,33.61
-104.52,31.45
-102.6,36.28
-96.78,32.77
-101.95,32.74
-102.61,34.97
-95.67,33.39
-97.12,33.21
-97.36,29.08
-100.78,33.62
-99.76,28.42
-100.81,34.97
-98.51,27.68
-98.83,32.33
-102.54,31.87
-100.3,29.98
-96.79,32.35
-106.23,31.77
-98.22,32.24
-96.94,31.25
-96.11,33.59
-96.92,29.88
-100.4,32.74
-101.3,34.07
-99.78,33.97
-95.77,29.53
-95.22,33.18
-96.15,31.7
-99.11,28.87
-102.64,32.74
-94.96,29.39
-101.3,33.18
-98.95,30.32
-101.52,31.87
-97.43,28.66
-97.49,29.46
-100.81,35.4
-96.68,33.63
-94.82,32.48
-95.99,30.54
-97.95,29.58
-101.83,34.07
-100.68,34.53
-98.11,31.7
-101.35,36.28
-99.75,34.29
-94.39,30.33
-95.39,29.86
-94.37,32.55
-102.6,35.84
-99.73,33.18
-98.03,30.06
-100.27,35.84
-95.85,32.21
-98.18,26.4
-97.13,31.99
-102.34,33.61
-97.83,32.43
-95.56,33.15
-95.42,31.32
-101.44,32.31
-105.39,31.46
-96.09,33.12
-101.35,35.84
-100.98,31.3
-98.17,33.23
-96.58,28.95
-94.03,30.74
-104.14,30.72
-94.16,29.88
-98.7,27.04
-98.09,27.73
-97.37,32.38
-99.88,32.74
-97.86,28.91
-96.29,32.6
-98.71,29.94
-97.7,26.93
-100.78,33.18
-99.35,30.06
-99.75,30.49
-100.26,33.62
-100.42,29.35
-97.73,27.43
-99.74,33.61
-95.57,33.67
-102.35,34.07
-98.24,31.2
-99.1,28.34
-96.93,29.38
-96.97,30.31
-96,31.3
-94.81,30.15
-96.58,31.55
-100.27,36.28
-98.12,28.35
-98.68,30.71
-103.58,31.85
-101.82,33.61
-101.82,33.18
-99.35,31.2
-97.2,31.55
-98.57,28.35
-95.93,30.97
-94.36,32.8
-101.95,32.31
-99.23,30.72
-96.01,28.82
-100.31,28.74
-99.11,29.36
-99.82,30.89
-102.03,31.87
-96.98,30.79
-98.6,31.5
-100.92,32.31
-97.72,33.68
-95.5,30.3
-101.89,35.84
-94.73,33.11
-100.78,34.07
-94.62,31.62
-96.47,32.05
-93.74,30.79
-100.41,32.3
-97.61,27.73
-100.82,36.28
-102.6,35.41
-93.89,30.12
-98.31,32.75
-94.31,32.16
-97.81,32.78
-102.78,34.53
-102.72,30.78
-94.83,30.79
-101.89,35.4
-104.24,30
-95.79,32.87
-101.9,34.97
-101.52,31.37
-99.82,29.83
-95.05,33.62
-103.69,31.32
-97.17,28.33
-100.81,35.84
-96.51,31.03
-96.41,32.9
-99.98,31.83
-94.76,32.11
-93.85,31.34
-94.17,31.39
-95.17,30.58
-97.52,28.01
-98.82,31.16
-100.54,30.9
-100.92,32.75
-99.35,32.74
-94.14,31.79
-101.89,36.28
-95.27,32.37
-97.77,32.22
-98.74,26.56
-98.84,32.74
-101.05,31.83
-100.25,33.18
-100.54,30.5
-101.73,34.53
-97.29,32.77
-99.89,32.3
-102.08,30.22
-102.34,33.17
-99.21,33.18
-94.97,33.22
-100.46,31.4
-97.78,30.33
-95.14,31.09
-94.38,30.77
-94.94,32.74
-102.04,31.37
-99.76,29.36
-101.15,29.89
-95.84,32.56
-96.97,28.8
-95.57,30.74
-95.99,30.01
-103.1,31.51
-96.4,30.21
-99.33,27.76
-96.22,29.28
-100.27,35.4
-98.7,33.99
-99.24,34.08
-97.66,26.47
-97.6,30.65
-98.09,29.17
-103.05,31.85
-97.65,33.22
-95.38,32.79
-102.83,33.17
-98.69,33.18
-99.17,27
-99.76,28.87
-111.66,39.28
-113.24,38.36
-113.08,41.52
-111.74,41.72
-110.59,39.65
-109.51,40.89
-112.11,40.99
-110.43,40.3
-110.7,39
-111.44,37.85
-109.57,38.98
-113.29,37.86
-112.78,39.7
-111.89,37.29
-113.1,39.07
-111.57,41.09
-112.13,38.34
-111.24,41.63
-111.92,40.67
-109.8,37.63
-111.58,39.37
-111.8,38.75
-110.96,40.87
-113.13,40.45
-109.52,40.12
-111.67,40.12
-111.17,40.33
-113.5,37.28
-110.9,38.32
-111.91,41.27
-78.83,37.52
-75.63,37.76
-78.56,38.02
-80.01,37.79
-77.98,37.34
-79.15,37.6
-78.81,37.37
-77.1,38.88
-79.13,38.16
-79.74,38.06
-79.52,37.32
-81.13,37.13
-79.81,37.56
-77.86,36.76
-82.04,37.27
-78.53,37.57
-79.1,37.21
-77.35,38.03
-80.73,36.73
-77.06,37.36
-78.66,37.01
-77.59,37.38
-78,39.11
-80.21,37.48
-77.96,38.49
-78.24,37.51
-82.35,37.13
-77.63,37.08
-76.95,37.94
-77.28,38.84
-77.81,38.74
-80.36,36.93
-78.28,37.84
-79.88,36.99
-78.26,39.2
-80.7,37.31
-76.54,37.42
-77.92,37.72
-81.22,36.66
-78.47,38.3
-77.56,36.68
-78.94,36.77
-77.49,37.76
-77.41,37.54
-79.87,36.68
-79.57,38.36
-76.73,36.89
-76.78,37.33
-76.9,37.72
-77.16,38.27
-77.09,37.71
-76.46,37.73
-83.13,36.71
-77.64,39.09
-77.96,37.98
-78.24,36.95
-78.28,38.41
-76.34,37.44
-78.36,36.68
-76.57,37.63
-80.39,37.17
-78.89,37.79
-77,37.51
-75.88,37.34
-76.42,37.89
-78.05,37.14
-78.01,38.25
-78.48,38.62
-80.28,36.68
-79.4,36.82
-77.92,37.55
-78.44,37.22
-77.22,37.19
-77.48,38.7
-80.71,37.06
-78.16,38.68
-76.73,37.94
-80.07,37.27
-79.45,37.81
-78.88,38.51
-82.1,36.93
-82.6,36.71
-78.57,38.86
-81.54,36.84
-77.11,36.72
-77.66,38.18
-77.46,38.42
-76.9,37.11
-77.26,36.92
-81.56,37.12
-78.21,38.91
-81.96,36.72
-76.8,38.11
-82.62,36.98
-81.08,36.92
-76.56,37.24
-77.09,38.82
-82.16,36.62
-79.36,37.73
-78.49,38.04
-76.3,36.68
-77.4,37.27
-79.99,37.78
-79.41,36.58
-77.54,36.7
-77.3,38.85
-77.18,38.88
-76.94,36.68
-77.49,38.3
-80.92,36.67
-76.36,37.06
-78.87,38.44
-77.3,37.29
-79.44,37.78
-79.19,37.4
-77.48,38.75
-77.45,38.77
-79.86,36.68
-76.52,37.11
-76.26,36.89
-82.63,36.93
-77.39,37.2
-76.36,37.13
-76.35,36.85
-80.56,37.12
-77.48,37.53
-79.96,37.28
-80.06,37.29
-79.06,38.16
-76.64,36.7
-76.04,36.73
-78.9,38.07
-76.71,37.27
-78.17,39.17
-64.8,17.96
-72.66,44.08
-73.14,44.03
-73.09,43.04
-72.1,44.46
-73.08,44.46
-71.74,44.73
-72.91,44.86
-73.29,44.8
-72.64,44.61
-72.38,44.01
-72.24,44.83
-73.04,43.58
-72.61,44.27
-72.71,42.99
-72.59,43.58
-120.44,47.38
-118.56,46.98
-117.2,46.19
-119.51,46.24
-120.62,47.87
-123.93,48.05
-122.48,45.78
-117.91,46.3
-122.68,46.19
-119.69,47.74
-118.52,48.47
-118.9,46.53
-117.55,46.43
-119.45,47.21
-123.77,47.15
-122.55,48.16
-123.6,47.75
-121.81,47.49
-122.67,47.61
-120.68,47.12
-120.79,45.87
-122.39,46.58
-118.42,47.58
-123.19,47.35
-119.74,48.55
-123.7,46.56
-117.27,48.53
-122.1,47.02
-122.96,48.58
-121.73,48.48
-121.91,46.02
-121.7,48.05
-117.4,47.62
-117.86,48.4
-122.83,46.93
-123.42,46.29
-118.48,46.23
-121.72,48.83
-117.52,46.9
-120.74,46.46
-90.01,44.64
-89.77,43.97
-90.68,46.32
-91.85,45.42
-91.2,46.52
-88,44.45
-91.75,44.38
-92.37,45.86
-88.22,44.08
-91.28,45.07
-90.61,44.73
-89.33,43.47
-90.93,43.24
-89.42,43.07
-88.71,43.42
-87.31,44.95
-91.92,46.43
-91.9,44.95
-91.29,44.73
-88.4,45.85
-88.49,43.75
-88.77,45.67
-90.71,42.87
-89.6,42.68
-89.04,43.8
-90.14,43
-90.24,46.26
-90.81,44.32
-88.78,43.02
-90.11,43.92
-88.04,42.58
-87.62,44.52
-91.12,43.91
-90.13,42.66
-89.07,45.26
-89.73,45.34
-87.81,44.12
-89.76,44.9
-88.03,45.38
-89.4,43.82
-88.71,45
-87.97,43.01
-90.62,43.95
-88.27,45.03
-89.52,45.71
-88.46,44.42
-87.95,43.38
-92,44.58
-92.42,44.72
-92.44,45.46
-89.5,44.48
-90.36,45.68
-88.06,42.75
-90.43,43.38
-89.07,42.67
-91.13,45.48
-92.45,45.03
-89.95,43.43
-91.14,45.88
-88.77,44.79
-87.95,43.72
-90.5,45.21
-91.36,44.3
-90.83,43.59
-89.51,46.05
-88.54,42.67
-91.79,45.9
-88.23,43.37
-88.3,43.02
-88.96,44.47
-89.24,44.11
-88.64,44.07
-90.04,44.46
-80.61,38.64
-80,39.13
-78.03,39.46
-81.71,38.02
-80.72,38.7
-80.58,40.27
-82.24,38.42
-81.12,38.84
-81.08,38.46
-80.71,39.27
-81.08,38.03
-80.86,38.92
-79.2,39.11
-80.45,37.95
-78.61,39.32
-80.57,40.52
-78.86,39.01
-80.38,39.28
-81.67,38.83
-77.86,39.31
-81.53,38.34
-80.5,39
-82.07,38.18
-81.94,37.83
-81.65,37.38
-80.24,39.51
-80.66,39.86
-82.03,38.77
-81.11,37.41
-78.94,39.41
-82.13,37.73
-80.05,39.63
-80.55,37.56
-78.26,39.56
-80.8,38.29
-80.62,40.1
-79.35,38.68
-81.16,39.37
-80.01,38.33
-79.67,39.47
-81.91,38.51
-81.25,37.77
-79.88,38.77
-81.06,39.18
-81.35,38.71
-80.86,37.66
-80.05,39.34
-79.56,39.11
-80.88,39.47
-80.23,38.9
-82.43,38.15
-80.42,38.49
-80.64,39.61
-81.38,39.02
-81.52,39.21
-81.55,37.61
-107.55,43
-105.72,41.65
-108,44.53
-105.55,44.25
-106.93,41.69
-105.51,42.97
-104.57,44.59
-108.63,43.04
-104.35,42.09
-108.44,43.72
-106.58,44.04
-104.69,41.31
-110.66,42.26
-106.8,42.96
-104.48,43.06
-109.59,44.52
-104.97,42.13
-106.88,44.79
-109.91,42.77
-108.88,41.66
-110.59,43.93
-110.55,41.29
-107.68,43.9
-104.57,43.84
-56.04,-32.79
63.17,41.75
12.45,41.9
-61.2,13.2
-66.15,7.13
-64.8,17.96
106.3,16.64
20.89,42.58
47.59,15.91
45.15,-12.82
25.09,-29
26.45,-32.15
26.87,-28.61
28.13,-26.11
30.73,-28.73
29.29,-23.79
30.3,-25.87
21.4,-29.45
25.52,-26.27
20.62,-33.01
27.78,-13.48
29.88,-19.02
